,OPEN,HIGH,LOW,CLOSE,VOL,log_ret,sma20,sma50,sma200,price_vs_sma20,RSI14,STOCHK,BBpctb,BBwidth,MACDnorm,ATRnorm,vol_std5,vol_std20,har_d,har_w,har_m,rv_park5,ret_sq_lag1,sign_lag1,ret_abs_ma5,ret_abs_ma20,OBV_z,month_sin,month_cos,dow_sin,dow_cos,is_month_end,is_quarter_end,is_friday,is_march,is_july,is_oct,in_crisis,sentiment_score,news_count,has_news,sentiment_trend_3,sentiment_volatility
dow_cos,0.02891287352988225,0.028155792450232794,0.029418609578672844,0.02964048800172581,-0.029857687755519606,0.009076653155137735,0.025626196649606147,0.024361738161446225,0.026066157457207705,0.01803438366087168,0.015779435347088228,0.014353357073252084,0.019630614387530672,-0.004295591321778446,0.0053100037451764195,-0.018682143582659485,-0.0340779419977191,-0.012633402104251653,0.012878738293977105,-0.015144070600878764,-0.009837201262837419,-0.02407635454051048,0.012878738293977105,0.01924730121529348,-0.019829022416480248,-0.012082312036851114,0.01257816521419098,-0.0012962316087577655,0.01836928643094701,0.0016591459167013302,1.0,-0.0036039490996461537,-0.0022632135425657888,0.21258771352379002,-0.00820325591075146,-0.002788750119522115,0.003306648141601245,-0.02059500590262538,0.025669716510660426,-0.04684763028704959,-0.02242681896676539,-0.08478624693991386,0.05088747822814294
is_month_end,-0.020858414331470766,-0.01941502044642147,-0.020112561899825843,-0.017515750504391147,-0.009278653712136481,0.06788884262505758,-0.018506484380883082,-0.016840415945344592,-0.028839259241497894,0.0026163139291477617,0.008617568576737176,0.01179558330799293,0.009121698271387443,-0.0014896926930155084,-0.011897263416932206,-0.006326914915846171,0.02172822950416622,0.002767281354492396,-0.0027516064974133156,0.029114688524580472,-0.0016112474315381788,0.048716831873675516,-0.0027516064974133156,0.027960257263109804,0.013554682570311368,-0.0007618535262568258,-0.0007896855258141194,0.007626798507029937,-0.020718741127752478,0.004584791839074226,-0.0036039490996461537,1.0,0.5251603649509726,-0.008240741873851754,0.023432449699217137,-0.006002674911990534,0.006045298429558155,0.012984541162225624,-0.01725101526847554,0.0032758879494739017,0.01052711774727251,-0.04445037459548272,0.07951253010403563
is_quarter_end,-0.023265633185223213,-0.019561786465249545,-0.02207030112040941,-0.0180682325127057,-0.012424521210879294,0.09456288655286454,-0.017836549939292835,-0.012699618717456167,-0.006459226296590605,-0.014113701582100596,-0.004990980470638993,0.022867559739849466,0.009974335146664164,0.017363400419600977,-0.030687801821987024,0.03939911207901016,0.11181651063911872,0.04857164781055787,0.024881981143487643,0.10114595036659124,0.03887302726620214,0.11797071792574221,0.024881981143487643,0.01118476988318714,0.09209542814678652,0.043049279871983336,0.0175012720320763,0.01286093113724101,-0.05021187716194181,-0.042121288423156725,-0.0022632135425657888,0.5251603649509726,1.0,0.017518927695928277,0.10839072603310303,-0.028712641623388966,-0.02528622202443214,0.03098865646591143,-0.014095330967335225,-0.0024887946817087835,0.006125243605782388,-0.010198269247035657,
is_friday,-0.006487479629457536,-0.007498000405342441,-0.007628728789728705,-0.007340683808799426,-0.026540455746302573,-0.03879033744702088,-0.006930512782782155,-0.007512450762305414,-0.01011798961457819,-0.014528733123380497,-0.01340325427470585,-0.022668517647807595,-0.021765426752876144,0.002079115239214521,-0.005074503958259451,0.013251401193459718,0.008075987772331221,0.004982544707771151,0.07198717067019922,0.020134557453141747,0.010363484163221885,0.0047567345185009205,0.07198717067019922,-0.03935148095394484,0.005254884723384632,0.005867876578347139,-0.021234332761273227,0.0006003241993286009,-0.012984637961682265,-0.6726410925785975,0.21258771352379002,-0.008240741873851754,0.017518927695928277,1.0,-0.00326618010679873,0.0015764009639211178,-0.00173688603469125,0.00765385401979098,-0.05842607759057106,0.01414095173878297,0.033577491449649124,-0.03475344395255178,-0.014984077752002346
is_march,0.05785854893351254,0.05825230385755631,0.058758133615912825,0.05937668163131698,-0.07599858903565096,0.0423562362310924,0.07071068221368787,0.03303396805003448,-0.07311807210005232,-0.029673187884384798,0.07099914248480389,0.050840455833384986,0.008786121344017333,-0.060236707758259886,-0.16699421280301804,0.006627327583745923,0.002073630790429271,0.007809309070720365,-0.020563548938250683,0.049113724290055005,0.011041856506129601,0.08966360307656272,-0.020563548938250683,0.00464415484062156,0.003916399505538279,0.021816731443197797,0.011675028539648401,0.39757216763262754,-0.009905169108201684,0.0017940145936400594,-0.00820325591075146,0.023432449699217137,0.10839072603310303,-0.00326618010679873,1.0,-0.08380861161191284,-0.07380732112965713,-0.0901075511024472,0.024027561713634266,-0.01924334552134353,-0.02458337803042496,0.0004593530130236429,0.03549368421723942
is_july,0.03293467805195191,0.031643885289089034,0.035087061755532056,0.0334299001885879,-0.022468020571458486,0.04234345719647317,0.03264268000386601,0.032213553908435326,-0.030983455522700862,0.13115899634523281,0.08800211396919243,0.05345455988844052,0.05993037998131788,-0.008271553446292688,0.08619230304587533,-0.07167997533873048,-0.03187422328326271,-0.05803646459637442,-0.007554133615788855,-0.018371043777852532,-0.04945261033275651,-0.029650505461218935,-0.007554133615788855,0.014371681412522475,-0.03505306433319108,-0.07371119151353821,0.06941726336649645,-0.22174135027108183,-0.3784774516564949,-0.002676660240037758,-0.002788750119522115,-0.006002674911990534,-0.028712641623388966,0.0015764009639211178,-0.08380861161191284,1.0,-0.08329592722892422,0.032215711295206936,0.0562572498709438,0.018839319232555874,0.02784468262250171,0.06141579159450273,0.02466601886568541
is_oct,-0.0876984476644024,-0.0922284869307962,-0.08599617068160494,-0.09024630006136268,-0.06376807130064092,-0.01532281531964035,-0.0708365709413625,-0.042282376438982514,0.0038267870141043573,-0.07567842096270411,-0.16915624524799955,-0.10679524752631879,-0.12484185763692343,-0.02693767514278165,-0.00011024529604156351,-0.011440602738784902,-0.047310715803639936,0.016594149301628475,-0.026941089326241726,-0.034256447594112574,0.01947782544305405,-0.03667677590576824,-0.026941089326241726,-0.03608534038648729,-0.06955821258971365,0.00945569715683407,-0.12076371396749926,-0.3393523434908344,0.17690936538712143,0.0018306294668517056,0.003306648141601245,0.006045298429558155,-0.02528622202443214,-0.00173688603469125,-0.07380732112965713,-0.08329592722892422,1.0,0.06632495958330858,-0.004570383557976219,0.011938373469012659,0.036396735228465725,0.026700856121090813,-0.15305237623868395
in_crisis,-0.6687582809033364,-0.6671420696759746,-0.6699960716134674,-0.668429443295104,-0.13806754811321248,-0.004064059536925315,-0.6730893735568532,-0.6748603303788088,-0.41125394017820555,-0.03044307794329843,-0.03086072994006807,0.035546461315205856,-0.03247221332771421,0.3822085931876826,0.08216836423082997,0.5516662490807825,0.32513638450048593,0.5017409852736718,0.1595982406289518,0.29582303534216187,0.47830782556192936,0.29332500278944557,0.1595982406289518,-0.009812098373004305,0.2986999713157486,0.44813101057648597,-0.025215968210905743,-0.15351175141802426,-0.09092147471820565,-0.011383105479214391,-0.02059500590262538,0.012984541162225624,0.03098865646591143,0.00765385401979098,-0.0901075511024472,0.032215711295206936,0.06632495958330858,1.0,-0.06958178721216311,0.05424087806033961,0.04312938469801691,-0.05823262490953859,0.11488432603579998
sentiment_score,0.057251578979649574,0.057544675501341236,0.058260596390143395,0.05719791514294486,-0.09720527059812016,0.04696348801869347,0.06084402814027672,0.06627428633103226,0.053575010050049256,-0.010475245521343466,-0.01417366952301114,-0.0465646746782063,0.004978899197382224,-0.007870348592396452,-0.030473794971305534,-0.0409928523979034,-0.03299100608092637,-0.09240824299417977,0.06423304053180372,0.013093164423808562,-0.06052722572487834,0.026868460884649906,0.06423304053180372,-0.03243103076103356,0.005992029357660427,-0.0665591204103143,0.022166298207329904,0.09834351789289932,0.038320558874527545,0.07583914493586175,0.025669716510660426,-0.01725101526847554,-0.014095330967335225,-0.05842607759057106,0.024027561713634266,0.0562572498709438,-0.004570383557976219,-0.06958178721216311,1.0,-0.09036449422680914,,0.9155425675590062,-0.03508834150652909
news_count,-0.058993107973583654,-0.05891310337643136,-0.06034200553968859,-0.060306515089058696,0.03661389169057263,-0.010989355233386107,-0.0652429233254127,-0.06883715284616,-0.04984393119465322,0.025186516246801554,0.02435293911259293,0.003999910362482324,0.01712568618349469,0.08086027480592348,0.026343134938590623,0.014766260454840445,0.02309306772720153,0.06210054179184043,0.00730522915387069,0.013451052710902956,0.05862266950245472,0.009258886360808027,0.00730522915387069,-0.027687025047957007,0.0198480195984248,0.05910397005827566,0.024905382712500253,-0.03333356800187516,-0.03350572563407825,-0.026441982159493397,-0.04684763028704959,0.0032758879494739017,-0.0024887946817087835,0.01414095173878297,-0.01924334552134353,0.018839319232555874,0.011938373469012659,0.05424087806033961,-0.09036449422680914,1.0,0.87368824418403,-0.03863634692524649,-0.02296249108767679
has_news,-0.05185792052700289,-0.052703403466784524,-0.053547357628737975,-0.053341954294976734,0.036974099018507955,-0.021091274831354593,-0.05931963028415005,-0.060132196001455265,-0.05674185768197295,0.038041210762168605,0.024632310900284476,0.00900752625158658,0.019748132957965802,0.06325792477875478,0.05134813143628765,0.0022107616677370366,0.025000748403754026,0.0484691894395128,0.008123076471672826,0.02250599826587752,0.037254153228279616,0.009835851969097795,0.008123076471672826,-0.020353194972245334,0.013352239775810135,0.045887830888039945,0.02207276653858523,-0.038873722872878276,-0.027409390255360575,-0.03838327869115411,-0.02242681896676539,0.01052711774727251,0.006125243605782388,0.033577491449649124,-0.02458337803042496,0.02784468262250171,0.036396735228465725,0.04312938469801691,,0.87368824418403,1.0,0.005330377795742599,-0.002019698161294698
sentiment_trend_3,0.05074081875375207,0.053006276125832225,0.04968863814674226,0.050034720687599094,-0.046564753698656834,-0.0016889079063938212,0.053999076651461586,0.06090521066851854,0.0536932196940044,-0.03908403967971653,-0.028632232473906314,-0.06801132406303184,-0.02655786399452708,0.010797577253389165,-0.034147024126698976,-0.014342128664517331,-0.031689390128458055,-0.08553987344333601,0.03245350781984186,0.02637194039946847,-0.052062859919195084,0.02055111991732029,0.03245350781984186,0.02618113660734151,0.012580336225929016,-0.059805018080287146,-0.026170326590075895,0.0747553550058572,0.026451772267374773,0.033518273900014356,-0.08478624693991386,-0.04445037459548272,-0.010198269247035657,-0.03475344395255178,0.0004593530130236429,0.06141579159450273,0.026700856121090813,-0.05823262490953859,0.9155425675590062,-0.03863634692524649,0.005330377795742599,1.0,-0.056657841549133
sentiment_volatility,-0.09654887502090892,-0.09749332020770506,-0.09930324615528131,-0.09911024358522853,-0.004378009585617083,-0.0026426367872312805,-0.12151056258234251,-0.11925975771609426,0.0005275328416152451,0.07757823975337459,0.04276494755225731,0.09393099696246784,0.06509232656639515,0.10624270545306805,0.14060464295262626,0.07822059661829144,0.0639695280099436,0.07722570197875815,-0.026607220722479587,0.03720433596510987,0.039836127238801144,0.13167685142293759,-0.026607220722479587,0.02344860305806656,0.07965402874341987,0.07400117127080541,0.07373743818853869,0.06843319037882521,-0.0691748134699648,0.03209233967033339,0.05088747822814294,0.07951253010403563,,-0.014984077752002346,0.03549368421723942,0.02466601886568541,-0.15305237623868395,0.11488432603579998,-0.03508834150652909,-0.02296249108767679,-0.002019698161294698,-0.056657841549133,1.0
