,OPEN,HIGH,LOW,CLOSE,VOL,log_ret,log_ret_lag1,log_ret_lag2,log_ret_lag3,log_ret_lag4,log_ret_lag5,log_ret_lag6,log_ret_lag7,log_ret_lag8,log_ret_lag9,log_ret_lag10,sma20,sma50,sma200,price_vs_sma20,RSI14,STOCHK,BBpctb,BBwidth,MACDnorm,ATRnorm,vol_std5,vol_std20,har_d,har_w,har_m,rv_park5,ret_sq_lag1,sign_lag1,ret_abs_ma5,ret_abs_ma20,OBV_z,month_sin,month_cos,dow_sin,dow_cos,is_month_end,is_quarter_end,is_friday,is_march,is_july,is_oct,in_crisis,sentiment_score,news_count,has_news,sentiment_trend_3,sentiment_volatility
log_ret_lag5,0.0363905868298476,0.03659900230471908,0.03892458458414609,0.03852008337187175,-0.02772809060431365,0.02708828792523162,-0.03916842161163208,-0.03566408099783515,0.012614757732873225,0.005633648746830769,1.0,0.005621055833983694,0.012580573678299688,-0.03573357089651925,-0.03933765431069174,0.02708285710098322,-0.005724657252658783,-0.026059191813241935,-0.06719165100932044,0.26827511557974504,0.22762657949321852,0.21639728939104502,0.2176456945044852,-0.037346728952578796,0.2860636699183204,-0.12324473212936822,-0.12397953313395631,-0.05554703717864906,-0.18397905013647364,-0.13966584396639603,-0.08089257861267832,-0.09849592663849982,-0.18397905013647364,-0.0024191721463743578,-0.12556618653647755,-0.0590866128008253,0.19250703240635847,0.0123046575944673,-0.014061420227755752,0.011765119662401825,0.0017886503373780922,0.005861927791704829,0.005244866699819364,-0.042402137173696224,-0.02116430439386564,0.0358562206981438,-0.018416228176394076,-0.016724270975915674,-0.10938312255092707,0.007813965783067523,0.0331937267604905,-0.05742075214693261,0.07523182294344526
log_ret_lag6,0.03729107863119815,0.03467505484131245,0.03922436702531554,0.03767103026831718,-0.046466064080685154,-0.04364466063995695,0.027119720555081817,-0.03917704716490251,-0.03566115852609178,0.012581600330184208,0.005621055833983694,1.0,0.005620697067383506,0.01256416021310902,-0.03572919940067037,-0.03937235860483503,-0.002787557762810832,-0.025355031174754527,-0.06684996090115539,0.23663291914842724,0.20631925011858293,0.1880422804016201,0.18760440906932346,-0.043921365913039925,0.23288687218179108,-0.10088640761793156,-0.16741628673704448,-0.060990401129736596,0.025332532905022954,-0.1240001593687301,-0.07214950356384427,-0.09600906521838976,0.025332532905022954,0.023057252700292068,-0.1458413613532819,-0.06387436515913927,0.18123621691471892,0.006772185556329983,-0.012130624365707133,-0.005789223422393229,-0.01055891648046723,-0.040452221778790036,-0.05103020312569868,0.021640853340041327,-0.025229557244952436,0.030673310263908595,-0.013044457399671803,-0.006767920466230498,-0.057547181849858915,-0.004364839992212006,0.0018753674501369665,-0.07453127560965113,0.11361709211828917
log_ret_lag7,0.03761099278019028,0.03715452111878684,0.04017257226352302,0.03804298075296458,-0.08188829501440383,-0.015343061732013464,-0.04364658640723166,0.027119130379756846,-0.039176787242452465,-0.03567096783010605,0.012580573678299688,0.005620697067383506,1.0,0.005619328461382712,0.012564613292569707,-0.035736567984809856,0.00045858298592096734,-0.024022197787921123,-0.066210762537094,0.21833820938614865,0.19356005245207958,0.17196901432174277,0.17062385999119403,-0.04435062852669125,0.1809250154111185,-0.09232623490938938,-0.13077409413230484,-0.06916095380803551,-0.051474590000452305,-0.16203687264794822,-0.07127058307468184,-0.05160250340975354,-0.051474590000452305,0.0021599625746356065,-0.11237448069663647,-0.07031203308030441,0.1760701840280365,0.005784465299169576,-0.011568403730545348,-0.02342473217254049,0.003170675301308334,-0.008644408905905553,-0.040878749188666894,0.014077468229539676,-0.004579247446715271,0.030755039142252742,-0.012286563728784922,-0.008103277556647283,-0.08092747593284483,0.049843958341225354,0.020039189368406155,-0.09527938333078045,0.10305460845257451
log_ret_lag8,0.03796390916560957,0.03426719715068369,0.037857643560908275,0.032809348610692936,-0.04552988047812831,-0.0417978503105237,-0.015211339924756638,-0.043687745467633765,0.02713453851633346,-0.03935268232908924,-0.03573357089651925,0.01256416021310902,0.005619328461382712,1.0,0.005641009407202746,0.012426469351314983,0.0028201698388053724,-0.02272567647827842,-0.0663570965868247,0.1784883596042361,0.16677539291966162,0.1389532770267864,0.13870722436604999,-0.045682015744504374,0.1237018598664784,-0.09196913677681959,-0.11779245935886873,-0.07241713901252833,-0.05910528111738258,-0.12063023973295452,-0.07548861402335756,-0.05595175517455804,-0.05910528111738258,0.025502748413690948,-0.11419670388179881,-0.07460041227653791,0.15389811506238235,0.005516326916586782,-0.01419535784792711,-0.0032359224823815553,0.03117707136818947,-0.023574106259906222,-0.05257821180172689,-0.013612069423649478,0.008142042297139994,0.025464018776130307,-0.0178081984121256,-0.014578497630249852,0.00011339728428572083,0.016148653928834276,-0.0069674592575113894,-0.01537957511620701,0.10015903850096772
log_ret_lag9,0.03370249339398311,0.03272100433772388,0.03429169402853843,0.03556966268631852,-0.017286869556069173,0.0333172671614473,-0.04183818325416951,-0.015200926485516643,-0.04369164528245798,0.02718372320274086,-0.03933765431069174,-0.03572919940067037,0.012564613292569707,0.005641009407202746,1.0,0.0056792517835431685,0.0060842587668064035,-0.021271605124710644,-0.06363306746775235,0.1715001365310481,0.1635670286447442,0.1296251241139387,0.1316508606107545,-0.04652663367432472,0.08274507702038847,-0.09546454338576243,-0.059373183137354554,-0.06795583943020758,-0.0971950864785285,-0.12582116462865475,-0.08284752893141138,-0.03380190287050354,-0.0971950864785285,-0.04810254439445582,-0.07647954341873632,-0.06744871811830963,0.14130035505031613,0.004411102565016064,-0.014969695096026536,0.030426203410170556,0.01598328598511652,-0.00425542869216303,0.004179428077489455,0.014601301816614162,0.005516436464158921,0.02161647353850359,-0.03663660008189472,-0.018571734663555873,0.08495258580634424,0.07924456216888462,0.04044354442262025,0.03337763579997283,0.028263214157779146
log_ret_lag10,0.03495827605528813,0.03559356116860427,0.0353724133727375,0.03732873096130712,-0.029748234652453985,0.07545418974859892,0.03355824871257544,-0.04191289593545127,-0.015179666274353501,-0.04399562409605996,0.02708285710098322,-0.03937235860483503,-0.035736567984809856,0.012426469351314983,0.0056792517835431685,1.0,0.00831278809105102,-0.020019424287158923,-0.06287821876272584,0.18391235836379635,0.16364624753687515,0.1167808021688361,0.13328810333329608,-0.05252083888921166,0.05993487388391911,-0.09852830547034769,-0.05594308497945646,-0.06240627464195268,0.008642632068532179,-0.05946617143510806,-0.08297485918424179,-0.022593578980199272,0.008642632068532179,0.04116211755966013,-0.05660543756005767,-0.06385360940712285,0.13687831763412148,0.0007803368346313513,-0.011343719373621402,0.013211132304995687,-0.028602515440357287,0.0737090747184017,0.07886961682886477,-0.05488937030349982,-0.0010762375491317846,0.008329323617384225,-0.037025800491336316,-0.014335784950892348,-0.012144983842532977,0.04726182254930016,0.02787608747310695,0.024136448705944887,0.03167240084598658
sma20,0.9856342038632595,0.9848512995218078,0.983535610581124,0.983400657022388,0.020235989098421083,-0.02305905740709005,-0.018867733804676944,-0.015776161427171153,-0.011711007543342762,-0.008756250781400972,-0.005724657252658783,-0.002787557762810832,0.00045858298592096734,0.0028201698388053724,0.0060842587668064035,0.00831278809105102,1.0,0.9816259172136176,0.7419684513944671,-0.02078791749917223,-0.03669832454838757,-0.10826291142182061,-0.07326913967033655,-0.34833684648732954,-0.19911961794760627,-0.4057957008341447,-0.2847674381036331,-0.3832172611440946,-0.12843229042341323,-0.22309860872345558,-0.3433046843211308,-0.20548737899557545,-0.12843229042341323,0.00913068082385508,-0.259379590559991,-0.34602364909134586,-0.027094353289301085,0.016869892738289424,-0.08129650219835236,0.010409012094819219,0.025626196649606147,-0.018506484380883082,-0.017836549939292835,-0.006930512782782155,0.07071068221368787,0.03264268000386601,-0.0708365709413625,-0.6730893735568532,0.06084402814027672,-0.0652429233254127,-0.05931963028415005,0.053999076651461586,-0.12151056258234251
sma50,0.9546107376410584,0.9541343483591838,0.9520490512286961,0.951935774404627,0.05784813071448508,-0.03614993565756555,-0.033790926319710715,-0.03168642968513761,-0.02912362634859933,-0.02857195588041784,-0.026059191813241935,-0.025355031174754527,-0.024022197787921123,-0.02272567647827842,-0.021271605124710644,-0.020019424287158923,0.9816259172136176,1.0,0.8122147877653568,-0.10913186109099686,-0.16094824116201112,-0.1724273943588693,-0.144931097000252,-0.3228975332996727,-0.1762350530027572,-0.36152616704236956,-0.26413284942145526,-0.3530840653003422,-0.1133098008369986,-0.19819679429341427,-0.3100480639982483,-0.18416678994224148,-0.1133098008369986,0.007592359654972948,-0.23763409999497992,-0.31643538444212044,-0.13496529476774244,-0.023671501550676873,-0.07259487267969204,0.010316390783244738,0.024361738161446225,-0.016840415945344592,-0.012699618717456167,-0.007512450762305414,0.03303396805003448,0.032213553908435326,-0.042282376438982514,-0.6748603303788088,0.06627428633103226,-0.06883715284616,-0.060132196001455265,0.06090521066851854,-0.11925975771609426
sma200,0.6987050537416851,0.7034843170406934,0.6907701818485408,0.69440915358553,0.21441245376128162,-0.06868889269919841,-0.06738131420235723,-0.06762323118087747,-0.06684718373919026,-0.06751915439521147,-0.06719165100932044,-0.06684996090115539,-0.066210762537094,-0.0663570965868247,-0.06363306746775235,-0.06287821876272584,0.7419684513944671,0.8122147877653568,1.0,-0.2630253907915817,-0.35675941601829525,-0.29427653269019227,-0.25935996108842924,0.007029197312997995,-0.03739426015702141,0.009203384860819456,0.007202926943436483,-0.020920668009170272,0.01597105378881752,0.021781031698700312,-0.0020120584513035776,0.004585929557399732,0.01597105378881752,-0.030187246750291236,0.045438703002700184,0.02437302115321155,-0.334927466830271,-0.04643799915124686,0.12664032776180262,0.012018913465453796,0.026066157457207705,-0.028839259241497894,-0.006459226296590605,-0.01011798961457819,-0.07311807210005232,-0.030983455522700862,0.0038267870141043573,-0.41125394017820555,0.053575010050049256,-0.04984393119465322,-0.05674185768197295,0.0536932196940044,0.0005275328416152451
price_vs_sma20,0.12067222386031135,0.12918989426651356,0.1375905978887504,0.1435522395499375,-0.06378148313318856,0.38084028770881984,0.3644285296009448,0.34633679759668157,0.3098687310088605,0.27288533825562916,0.26827511557974504,0.23663291914842724,0.21833820938614865,0.1784883596042361,0.1715001365310481,0.18391235836379635,-0.02078791749917223,-0.10913186109099686,-0.2630253907915817,1.0,0.8771550758176433,0.793339124275543,0.8569398235581551,-0.11125993395653422,0.7194082386832996,-0.4073084654492797,-0.1746382962159299,-0.19072099562437692,-0.13413583143956728,-0.20746932278713429,-0.22233778328893444,-0.27770599168219495,-0.13413583143956728,0.24008307554051264,-0.23103861456897415,-0.20336831255085258,0.7142711756169187,0.040418757603073084,-0.06143626301440169,0.006911093188981924,0.01803438366087168,0.0026163139291477617,-0.014113701582100596,-0.014528733123380497,-0.029673187884384798,0.13115899634523281,-0.07567842096270411,-0.03044307794329843,-0.010475245521343466,0.025186516246801554,0.038041210762168605,-0.03908403967971653,0.07757823975337459
RSI14,0.1003164649247799,0.10845872867044375,0.11633955976444296,0.12246110705354055,-0.06284095361924893,0.3196923502675038,0.295642553295383,0.2739030881321154,0.2559163962835831,0.23610596527462477,0.22762657949321852,0.20631925011858293,0.19356005245207958,0.16677539291966162,0.1635670286447442,0.16364624753687515,-0.03669832454838757,-0.16094824116201112,-0.35675941601829525,0.8771550758176433,1.0,0.856105290468407,0.8997051485918268,-0.07803934064809735,0.5064461582639667,-0.32972495539900304,-0.13690280209900732,-0.14944911849271378,-0.0796325009520291,-0.11858208785658605,-0.1486345828092115,-0.1355140997457987,-0.0796325009520291,0.2282464887922026,-0.16625295476057478,-0.16872861683642953,0.8300551271841712,0.17465295264932934,-0.09256651039237936,0.008868972534285618,0.015779435347088228,0.008617568576737176,-0.004990980470638993,-0.01340325427470585,0.07099914248480389,0.08800211396919243,-0.16915624524799955,-0.03086072994006807,-0.01417366952301114,0.02435293911259293,0.024632310900284476,-0.028632232473906314,0.04276494755225731
STOCHK,0.013568737211649464,0.02566449668966329,0.03176951727002612,0.04227275958108576,-0.009905624508501696,0.3835015722291616,0.3038157938780646,0.26715738613984624,0.24050214142577278,0.21957111887159236,0.21639728939104502,0.1880422804016201,0.17196901432174277,0.1389532770267864,0.1296251241139387,0.1167808021688361,-0.10826291142182061,-0.1724273943588693,-0.29427653269019227,0.793339124275543,0.856105290468407,1.0,0.9220085924420036,-0.008041104634922417,0.6042614186944736,-0.19407028949758304,-0.03761218162999595,-0.022332149164683335,-0.027183100898397435,-0.029547248496118346,-0.043769929811479154,-0.04582385414768418,-0.027183100898397435,0.2801643127658805,-0.0688164130901147,-0.040362421499662814,0.666932392187412,0.15463949156219906,-0.06602409666636501,0.018609805136105287,0.014353357073252084,0.01179558330799293,0.022867559739849466,-0.022668517647807595,0.050840455833384986,0.05345455988844052,-0.10679524752631879,0.035546461315205856,-0.0465646746782063,0.003999910362482324,0.00900752625158658,-0.06801132406303184,0.09393099696246784
BBpctb,0.06005322785510887,0.07175026742485334,0.07889146994086116,0.08701411670573607,-0.01679961342394149,0.3887369172343189,0.33561187825013405,0.2976002240558919,0.25969314126624965,0.23110696825481167,0.2176456945044852,0.18760440906932346,0.17062385999119403,0.13870722436604999,0.1316508606107545,0.13328810333329608,-0.07326913967033655,-0.144931097000252,-0.25935996108842924,0.8569398235581551,0.8997051485918268,0.9220085924420036,1.0,-0.020369414161990885,0.6498721463694206,-0.2519392431136682,-0.08585430465808068,-0.07485930828126769,-0.06847464855059708,-0.09179519796417034,-0.08732614115532102,-0.13563658022045177,-0.06847464855059708,0.2812807039171914,-0.11404183941404562,-0.08582581565427677,0.7307888589037872,0.17627351709594521,-0.020302580270088324,0.017123332867136007,0.019630614387530672,0.009121698271387443,0.009974335146664164,-0.021765426752876144,0.008786121344017333,0.05993037998131788,-0.12484185763692343,-0.03247221332771421,0.004978899197382224,0.01712568618349469,0.019748132957965802,-0.02655786399452708,0.06509232656639515
BBwidth,-0.35274697569025826,-0.33911394510378345,-0.365074059253684,-0.3530041521399642,0.33422010569939276,0.0005073516399139863,-0.008085997714352505,-0.01896842411381263,-0.02807829819160975,-0.03330909582766706,-0.037346728952578796,-0.043921365913039925,-0.04435062852669125,-0.045682015744504374,-0.04652663367432472,-0.05252083888921166,-0.34833684648732954,-0.3228975332996727,0.007029197312997995,-0.11125993395653422,-0.07803934064809735,-0.008041104634922417,-0.020369414161990885,1.0,0.09205536072013541,0.7619618318504351,0.6399899416380103,0.7944180253602965,0.27983058802892685,0.5408326306018076,0.7072534670807838,0.40509477514823305,0.27983058802892685,-0.0072739722442637265,0.6738459656981246,0.8205349515779408,-0.00032147804655001356,0.13469183316522026,0.05404384228382722,-0.007351492231844303,-0.004295591321778446,-0.0014896926930155084,0.017363400419600977,0.002079115239214521,-0.060236707758259886,-0.008271553446292688,-0.02693767514278165,0.3822085931876826,-0.007870348592396452,0.08086027480592348,0.06325792477875478,0.010797577253389165,0.10624270545306805
MACDnorm,-0.08086672607152619,-0.07807598902980102,-0.07135249804573174,-0.07126515956497145,0.02911013743912726,0.1530019167094643,0.2718549062412419,0.33286813203152227,0.34444532193406335,0.31940351633211467,0.2860636699183204,0.23288687218179108,0.1809250154111185,0.1237018598664784,0.08274507702038847,0.05993487388391911,-0.19911961794760627,-0.1762350530027572,-0.03739426015702141,0.7194082386832996,0.5064461582639667,0.6042614186944736,0.6498721463694206,0.09205536072013541,1.0,-0.0543275152896291,-0.04335884544707178,0.0733485082493177,-0.08596930034209166,-0.0916928696754758,0.0643288918815711,-0.20037686696220353,-0.08596930034209166,0.18853862626735715,-0.0978151390023728,0.07239074439455286,0.3955329844094047,0.06620834570788517,-0.030887740976260274,-0.0036760829064669425,0.0053100037451764195,-0.011897263416932206,-0.030687801821987024,-0.005074503958259451,-0.16699421280301804,0.08619230304587533,-0.00011024529604156351,0.08216836423082997,-0.030473794971305534,0.026343134938590623,0.05134813143628765,-0.034147024126698976,0.14060464295262626
ATRnorm,-0.4375998854696242,-0.42743948404180165,-0.4541149077753479,-0.44295847330940374,0.1902321988495605,-0.12131266192215716,-0.11909317030298966,-0.13778058848224348,-0.12291930723087266,-0.12130241224992482,-0.12324473212936822,-0.10088640761793156,-0.09232623490938938,-0.09196913677681959,-0.09546454338576243,-0.09852830547034769,-0.4057957008341447,-0.36152616704236956,0.009203384860819456,-0.4073084654492797,-0.32972495539900304,-0.19407028949758304,-0.2519392431136682,0.7619618318504351,-0.0543275152896291,1.0,0.684311560206531,0.8974486913207813,0.36584462638279486,0.6332750735803093,0.8465935943637111,0.60309989414996,0.36584462638279486,-0.055738059913391876,0.7185624047365734,0.8989206961219566,-0.22692156658439128,0.1728231233697741,-0.05941302534338915,-0.013528204999794255,-0.018682143582659485,-0.006326914915846171,0.03939911207901016,0.013251401193459718,0.006627327583745923,-0.07167997533873048,-0.011440602738784902,0.5516662490807825,-0.0409928523979034,0.014766260454840445,0.0022107616677370366,-0.014342128664517331,0.07822059661829144
